# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1404,262.01,262,70513361,70513361.01,1,,02h10m08.32s,32.5346870,,,-31d04m14.26s,-31.0706270,,,240.0410000,0.147,0.147,0,1,-175.8540000,0.133,0.133,0,1,2458389.8399660,0.001816,0.001816,0,1,11.1469090,0.0024870,0.0024870,0,1,1.3578280,0.2787140,0.2787140,0,1,647.3774410,62.2010310,62.2010310,0,1,2.4438810,0.6887320,0.6887320,0,1,57.3372540,,,,,701.8251950,,,,,8.1345000,0.006,0.006,0,1,43.9320000,0.1171000,0.1171000,0,1,5302.5800780,20.9902000,20.9902000,0,1,4.5351500,0.0370740,0.0370740,0,1,0.8496180,0.0781700,0.0781700,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1405,263.01,263,120916706,120916706.01,1,,02h28m25.99s,37.1082770,,,-25d05m50.38s,-25.0973290,,,30.3330000,0.181,0.181,0,1,10.1420000,0.179,0.179,0,1,2458386.1723630,0.001470,0.001470,0,1,0.5567370,0.0000730,0.0000730,0,1,0.8526710,0.1654100,0.1654100,0,1,63679.0937500,5715.9956050,5715.9956050,0,1,5.2245260,1.3554900,1.3554900,0,1,64.3256530,,,,,722.2969970,,,,,15.6198000,0.010,0.010,0,1,277.4040000,7.8810000,7.8810000,0,1,3116.0000000,101.0000000,101.0000000,0,1,5.0604300,0.5629870,0.5629870,0,1,0.2050000,0.0480000,0.0480000,0,1,2018-11-30 22:06:24,2020-03-04 12:58:47
1406,264.01,264,122612091,122612091.01,1,KP,02h44m09.62s,41.0400780,,,-30d10m08.68s,-30.1690780,,,7.4470000,0.064,0.064,0,1,-7.8170000,0.088,0.088,0,1,2458383.3980710,0.000735,0.000735,0,1,2.2167940,0.0000510,0.0000510,0,1,3.8817580,0.0449360,0.0449360,0,1,4300.3681640,49.1958160,49.1958160,0,1,13.8032040,0.1455420,0.1455420,0,1,3880.6206050,,,,,2013.0058590,,,,,10.4614000,0.008,0.008,0,1,434.7540000,8.3790000,8.3790000,0,1,6250.0000000,,,0,1,3.9881100,,,0,1,1.9800000,,,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1407,265.01,265,159951311,159951311.01,1,KP,03h18m14.92s,49.5621730,,,-41d18m07.28s,-41.3020230,,,-16.0000000,0.035,0.035,0,1,24.5120000,0.055,0.055,0,1,2458387.5710450,0.000520,0.000520,0,1,5.9244260,0.0001140,0.0001140,0,1,2.8353800,0.0487640,0.0487640,0,1,11992.4931640,135.8657840,135.8657840,0,1,8.7546330,0.1738410,0.1738410,0,1,117.1821210,,,,,839.1412960,,,,,11.7276000,0.006,0.006,0,1,212.4720000,1.1040000,1.1040000,0,1,5310.0000000,,,0,1,4.5960400,,,0,1,0.8000000,,,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1408,266.01,266,164767175,164767175.01,1,,01h44m50.22s,26.2092530,,,-18d24m04.98s,-18.4013840,,,-87.0670000,0.071,0.071,0,1,-110.7080000,0.053,0.053,0,1,2458393.0787350,0.003507,0.003507,0,1,10.7678070,0.0049250,0.0049250,0,1,3.3973890,0.7589940,0.7589940,0,1,650.6103520,76.3291470,76.3291470,0,1,2.4077410,1.9440290,1.9440290,0,1,104.7704540,,,,,815.9799190,,,,,9.4566100,0.006,0.006,0,1,101.6940000,0.4190000,0.4190000,0,1,5784.0000000,55.0000000,55.0000000,0,1,4.4380000,,,0,1,0.9295570,0.0919100,0.0919100,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1409,266.02,266,164767175,164767175.02,2,,01h44m50.22s,26.2092530,,,-18d24m04.98s,-18.4013840,,,-87.0670000,0.071,0.071,0,1,-110.7080000,0.053,0.053,0,1,2458392.1049800,0.004409,0.004409,0,1,6.1913200,0.0034820,0.0034820,0,1,3.4164000,1.1618660,1.1618660,0,1,345.2402650,62.7888600,62.7888600,0,1,1.7593710,2.8747770,2.8747770,0,1,219.1278230,,,,,981.2826540,,,,,9.4566100,0.006,0.006,0,1,101.6940000,0.4190000,0.4190000,0,1,5784.0000000,55.0000000,55.0000000,0,1,4.4380000,,,0,1,0.9295570,0.0919100,0.0919100,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1410,267.01,267,166836920,166836920.01,1,KP,02h39m35.44s,39.8976690,,,-50d00m29.49s,-50.0081930,,,-1.8680000,0.048,0.048,0,1,-39.8560000,0.050,0.050,0,1,2458387.9603270,0.000420,0.000420,0,1,5.7524400,0.0002210,0.0002210,0,1,5.3859020,0.0355740,0.0355740,0,1,5386.6552730,40.7822040,40.7822040,0,1,13.1796980,0.1130590,0.1130590,0,1,788.3111570,,,,,1351.4318850,,,,,8.9300000,0.006,0.006,0,1,158.6600000,0.8045000,0.8045000,0,1,6180.0000000,,,0,1,4.1176600,,,0,1,1.7600000,,,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1411,268.01,268,219253008,219253008.01,1,,04h23m39.84s,65.9159860,,,-53d51m03.43s,-53.8509520,,,-21.1750000,0.184,0.184,0,1,1.8140000,0.224,0.224,0,1,2458385.1273190,0.000967,0.000967,0,1,5.0661480,0.0001070,0.0001070,0,1,6.1572780,0.0761500,0.0761500,0,1,1932.4073490,36.3066600,36.3066600,0,1,12.5327090,2.0433980,2.0433980,0,1,2379.9846190,,,,,1781.4075930,,,,,9.6000000,0.050,0.050,0,1,305.3046000,19.0452000,19.0452000,0,1,5868.0000000,190.0000000,190.0000000,0,1,3.5732700,0.3436860,0.3436860,0,1,2.7898400,0.4497280,0.4497280,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1412,269.01,269,220479565,220479565.01,1,,05h03m23.11s,75.8462830,,,-54d10m39.8s,-54.1777210,,,26.4720000,0.043,0.043,0,1,-120.7500000,0.043,0.043,0,1,2458381.8469240,0.000863,0.000863,0,1,3.6976750,0.0000490,0.0000490,0,1,0.8764240,0.1699480,0.1699480,0,1,4763.7680660,230.0125270,230.0125270,0,1,7.1036970,1.7465750,1.7465750,0,1,69.1816560,,,,,735.5589600,,,,,12.2958000,0.007,0.007,0,1,57.0225000,0.0756500,0.0756500,0,1,3607.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1413,270.01,270,259377017,259377017.01,1,CP,04h33m39.86s,68.4160800,,,-51d57m26.62s,-51.9573940,,,82.9440000,0.050,0.050,0,1,-269.7550000,0.051,0.051,0,1,2458383.8424070,0.000601,0.000601,0,1,5.6601820,0.0000680,0.0000680,0,1,1.6404640,0.0878170,0.0878170,0,1,3927.0993650,83.6692120,83.6692120,0,1,2.6160940,0.4848460,0.4848460,0,1,11.0601000,,,,,465.1141050,,,,,10.4981000,0.007,0.007,0,1,22.4793000,0.0135500,0.0135500,0,1,3551.0000000,74.0000000,74.0000000,0,1,4.8398200,0.3829630,0.3829630,0,1,0.4150000,0.0680000,0.0680000,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1414,270.02,270,259377017,259377017.02,2,CP,04h33m39.86s,68.4160800,,,-51d57m26.62s,-51.9573940,,,82.9440000,0.050,0.050,0,1,-269.7550000,0.051,0.051,0,1,2458389.6776120,0.000899,0.000899,0,1,11.3802590,0.0002420,0.0002420,0,1,2.1280460,0.1431220,0.1431220,0,1,3183.1667480,99.3292010,99.3292010,0,1,2.3548600,0.4784310,0.4784310,0,1,4.3584300,,,,,368.5125430,,,,,10.4981000,0.007,0.007,0,1,22.4793000,0.0135500,0.0135500,0,1,3551.0000000,74.0000000,74.0000000,0,1,4.8398200,0.3829630,0.3829630,0,1,0.4150000,0.0680000,0.0680000,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1415,270.03,270,259377017,259377017.03,3,CP,04h33m39.86s,68.4160800,,,-51d57m26.62s,-51.9573940,,,82.9440000,0.050,0.050,0,1,-269.7550000,0.051,0.051,0,1,2458383.7324220,0.001651,0.001651,0,1,3.3601370,0.0001210,0.0001210,0,1,1.3933450,0.4835600,0.4835600,0,1,962.2050780,81.6405790,81.6405790,0,1,1.2975780,1.4127560,1.4127560,0,1,22.1678500,,,,,553.4146730,,,,,10.4981000,0.007,0.007,0,1,22.4793000,0.0135500,0.0135500,0,1,3551.0000000,74.0000000,74.0000000,0,1,4.8398200,0.3829630,0.3829630,0,1,0.4150000,0.0680000,0.0680000,0,1,2018-11-30 22:06:24,2019-12-17 10:00:02
1416,271.01,271,259511357,259511357.01,1,,04h43m06.12s,70.7755010,,,-50d13m10.14s,-50.2194830,,,33.1200000,0.051,0.051,0,1,38.3710000,0.057,0.057,0,1,2458382.2281490,0.001019,0.001019,0,1,2.4760820,0.0000560,0.0000560,0,1,1.0506080,0.1897000,0.1897000,0,1,383.4090270,23.6581460,23.6581460,0,1,2.4411170,1.5409490,1.5409490,0,1,1219.4135740,,,,,1507.1535640,,,,,8.4120000,0.021,0.021,0,1,85.2511400,7.3818500,7.3818500,0,1,6025.0000000,192.0000000,192.0000000,0,1,4.3313500,0.3870550,0.3870550,0,1,1.1950800,0.2179650,0.2179650,0,1,2018-11-30 22:06:25,2019-12-17 10:00:02
1417,272.01,272,268766053,268766053.01,1,KP,02h07m38.2s,31.9091640,,,-20d39m42.63s,-20.6618430,,,-9.0790000,0.057,0.057,0,1,8.1900000,0.058,0.058,0,1,2458386.2316890,0.000460,0.000460,0,1,3.3096800,0.0001240,0.0001240,0,1,2.2837550,0.0359810,0.0359810,0,1,19306.4296880,247.6760100,247.6760100,0,1,11.7395230,0.1504170,0.1504170,0,1,204.8535460,,,,,964.8962400,,,,,11.7617000,0.006,0.006,0,1,201.3380000,1.3710000,1.3710000,0,1,4953.0000000,,,0,1,4.5565300,,,0,1,0.8000000,,,0,1,2018-11-30 22:06:25,2019-12-17 10:00:02
1418,273.01,273,279740441,279740441.01,1,FP,03h26m01.07s,51.5044720,,,-64d32m53.19s,-64.5481080,,,-21.4790000,0.045,0.045,0,1,109.9700000,0.043,0.043,0,1,2458386.0950930,0.001413,0.001413,0,1,0.7418590,0.0000890,0.0000890,0,1,1.5026960,0.1196040,0.1196040,0,1,2983.6257320,173.7509310,173.7509310,0,1,6.0238350,7.4662150,7.4662150,0,1,,,,,,,,,,,11.4810000,0.006,0.006,0,1,106.1600000,0.2315000,0.2315000,0,1,4304.6000980,64.0000000,64.0000000,0,1,4.5700000,0.1200000,0.1200000,0,1,0.6617400,0.0974530,0.0974530,0,1,2018-11-30 22:06:25,2020-03-04 12:58:47
1419,274.01,274,281979481,281979481.01,1,,08h42m01.29s,130.5053790,,,-75d48m06.73s,-75.8018690,,,38.7070000,0.038,0.038,0,1,-81.3630000,0.040,0.040,0,1,2458386.3814700,0.002218,0.002218,0,1,0.5422480,0.0001060,0.0001060,0,1,1.0142350,0.1409090,0.1409090,0,1,696.5394290,202.1572880,202.1572880,0,1,2.8729330,0.8041300,0.8041300,0,1,2843.0939940,,,,,1862.3768310,,,,,10.4929000,0.006,0.006,0,1,113.3780000,0.2610000,0.2610000,0,1,5181.0000000,182.0000000,182.0000000,0,1,4.5463100,0.2895740,0.2895740,0,1,0.8278350,0.1088760,0.1088760,0,1,2018-11-30 22:06:25,2019-12-17 10:00:02
1420,275.01,275,373844472,373844472.01,1,FP,05h26m04s,81.5166460,,,-67d13m57.98s,-67.2327720,,,-18.7280000,0.125,0.125,0,1,52.9480000,0.135,0.135,0,1,2458326.0614010,0.000213,0.000213,0,1,0.9194760,0.0000040,0.0000040,0,1,1.4639320,0.0212810,0.0212810,0,1,10356.7675780,103.0504380,103.0504380,0,1,17.9364410,18.6804640,18.6804640,0,1,2992.1967770,,,,,1886.3283690,,,,,11.0611000,0.006,0.006,0,1,144.8660000,1.3165000,1.3165000,0,1,5616.0000000,187.0000000,187.0000000,0,1,4.3762000,2.0039200,2.0039200,0,1,1.0710800,1.0710800,1.0710800,0,1,2018-11-30 22:06:25,2019-12-17 10:00:02
1421,276.01,276,382188882,382188882.01,1,FP,05h25m24.74s,81.3530840,,,-55d01m11.73s,-55.0199250,,,13.4990000,0.041,0.041,0,1,-5.4940000,0.042,0.042,0,1,2458387.7598880,0.001184,0.001184,0,1,4.8005230,0.0006070,0.0006070,0,1,2.0585260,0.0879290,0.0879290,0,1,5388.9116210,300.2251890,300.2251890,0,1,14.9522580,5.2527220,5.2527220,0,1,968.4764400,,,,,1422.7939450,,,,,10.6559000,0.006,0.006,0,1,352.3830000,2.3610000,2.3610000,0,1,6366.0000000,197.0000000,197.0000000,0,1,4.1621700,0.4753600,0.4753600,0,1,1.5475300,0.3390980,0.3390980,0,1,2018-11-30 22:06:26,2019-12-17 10:00:02
1422,277.01,277,439456714,439456714.01,1,,01h16m18.41s,19.0766980,,,-20d57m11.8s,-20.9532770,,,-115.4320000,0.067,0.067,0,1,-249.1770000,0.049,0.049,0,1,2458389.0291750,0.001801,0.001801,0,1,3.9942440,0.0007160,0.0007160,0,1,2.0357410,0.1365150,0.1365150,0,1,5783.5073240,330.0119320,330.0119320,0,1,4.3234060,0.6726820,0.6726820,0,1,28.7115990,,,,,590.3833620,,,,,11.7315000,0.007,0.007,0,1,64.6692000,0.1382500,0.1382500,0,1,3748.0000000,64.0000000,64.0000000,0,1,4.7573000,0.3435540,0.3435540,0,1,0.5170000,0.0760000,0.0760000,0,1,2018-11-30 22:06:26,2019-12-17 10:00:02
1423,278.01,278,244161191,244161191.01,1,,00h19m32.05s,4.8835620,,,-05d54m41.62s,-5.9115610,,,108.1440000,0.343,0.343,0,1,-68.1770000,0.182,0.182,0,1,2458386.1065670,0.000835,0.000835,0,1,0.2987460,0.0000230,0.0000230,0,1,1.0466060,0.0716290,0.0716290,0,1,12047.1113280,716.0193480,716.0193480,0,1,2.6305750,2.6427840,2.6427840,0,1,87.8968510,,,,,780.9317630,,,,,13.1672000,0.008,0.008,0,1,44.3970000,0.2863000,0.2863000,0,1,2955.0000000,95.0000000,95.0000000,0,1,5.1352700,0.4962380,0.4962380,0,1,0.1540000,0.0320000,0.0320000,0,1,2018-11-30 23:29:50,2020-03-04 12:58:47
1424,279.01,279,122613513,122613513.01,1,,02h44m45.23s,41.1884500,,,-32d12m39.75s,-32.2110430,,,-8.9080000,0.031,0.031,0,1,-31.4770000,0.058,0.058,0,1,2458388.3699950,0.002250,0.002250,0,1,11.4941220,0.0009680,0.0009680,0,1,2.4156000,0.3010200,0.3010200,0,1,1575.0361330,116.8450620,116.8450620,0,1,3.2256230,1.1252860,1.1252860,0,1,21.6117380,,,,,549.9107060,,,,,10.5012000,0.006,0.006,0,1,74.3761000,0.2046500,0.2046500,0,1,4140.0000000,171.0000000,171.0000000,0,1,4.4633200,0.4401430,0.4401430,0,1,0.7822340,0.1660670,0.1660670,0,1,2018-11-30 23:29:43,2019-12-17 10:00:02
1425,280.01,280,42054565,42054565.01,1,,01h36m40.41s,24.1683880,,,-36d24m50.44s,-36.4140110,,,-55.9230000,0.038,0.038,0,1,-81.7790000,0.038,0.038,0,1,2458393.6757810,0.003073,0.003073,0,1,10.1759480,0.0041560,0.0041560,0,1,1.8041960,0.9394370,0.9394370,0,1,958.0582280,168.9886020,168.9886020,0,1,2.5394450,4.7977270,4.7977270,0,1,64.8852460,,,,,723.8627320,,,,,9.9955000,0.006,0.006,0,1,99.6600000,0.2991500,0.2991500,0,1,5454.0000000,185.0000000,185.0000000,0,1,4.5910400,0.2743950,0.2743950,0,1,0.8187490,0.1003820,0.1003820,0,1,2018-11-30 23:29:39,2020-08-15 12:00:49
1426,281.01,281,38696105,38696105.01,1,,04h24m32.7s,66.1362520,,,-60d07m47.76s,-60.1299320,,,-7.0020000,0.047,0.047,0,1,10.4010000,0.046,0.046,0,1,2458387.4820560,0.004646,0.004646,0,1,5.5667340,0.0024800,0.0024800,0,1,2.4738580,0.7595290,0.7595290,0,1,642.9242550,87.7998730,87.7998730,0,1,3.9180840,3.4733020,3.4733020,0,1,401.9289860,,,,,1247.0000000,,,,,10.5041000,0.006,0.006,0,1,283.8560000,1.9105000,1.9105000,0,1,6002.1801760,42.1958010,42.1958010,0,1,4.1235400,0.1170710,0.1170710,0,1,1.4909700,0.2453360,0.2453360,0,1,2018-11-30 23:29:38,2019-12-17 10:00:02
1427,282.01,282,29781292,29781292.01,1,,04h20m57.19s,65.2383070,,,-68d06m09.68s,-68.1026880,,,22.0280000,0.039,0.039,0,1,-10.4010000,0.043,0.043,0,1,2458337.2131350,0.002972,0.002972,0,1,56.0109140,0.0006870,0.0006870,0,1,9.0689260,0.2955230,0.2955230,0,1,779.1537480,22.1499230,22.1499230,0,1,4.2039100,0.6049550,0.6049550,0,1,135.3173370,,,,,869.8775020,,,,,8.9387000,0.006,0.006,0,1,139.6110000,0.4280000,0.4280000,0,1,6321.0000000,196.0000000,196.0000000,0,1,4.2243600,0.2957550,0.2957550,0,1,1.4284000,0.1695840,0.1695840,0,1,2018-12-04 21:47:32,2019-12-17 10:00:02
1428,282.02,282,29781292,29781292.02,2,,04h20m57.19s,65.2383070,,,-68d06m09.68s,-68.1026880,,,22.0280000,0.039,0.039,0,1,-10.4010000,0.043,0.043,0,1,2458355.7355960,0.003949,0.003949,0,1,31.3235000,0.0058430,0.0058430,0,1,3.0734760,1.1949230,1.1949230,0,1,385.0102840,55.8918690,55.8918690,0,1,2.8587580,4.8782090,4.8782090,0,1,66.5202940,,,,,728.3804930,,,,,8.9387000,0.006,0.006,0,1,139.6110000,0.4280000,0.4280000,0,1,6321.0000000,196.0000000,196.0000000,0,1,4.2243600,0.2957550,0.2957550,0,1,1.4284000,0.1695840,0.1695840,0,1,2018-12-04 21:47:32,2019-12-17 10:00:02
1429,282.03,282,29781292,29781292.03,3,,04h20m57.19s,65.2383070,,,-68d06m09.68s,-68.1026880,,,22.0280000,0.039,0.039,0,1,-10.4010000,0.043,0.043,0,1,2458355.6824950,0.004123,0.004123,0,1,84.2163540,0.0062360,0.0062360,0,1,9.4536240,0.5472420,0.5472420,0,1,513.0671390,40.8174970,40.8174970,0,1,3.2989180,0.7838780,0.7838780,0,1,17.7931400,,,,,523.8209840,,,,,8.9387000,0.006,0.006,0,1,139.6110000,0.4280000,0.4280000,0,1,6321.0000000,196.0000000,196.0000000,0,1,4.2243600,0.2957550,0.2957550,0,1,1.4284000,0.1695840,0.1695840,0,1,2019-05-07 17:42:35,2019-12-17 10:00:02
1430,283.01,283,382626661,382626661.01,1,,07h54m16.63s,118.5693060,,,-65d26m29.34s,-65.4414820,,,-30.7700000,0.091,0.091,0,1,15.8420000,0.099,0.099,0,1,2458333.4780270,0.002495,0.002495,0,1,17.6176340,0.0001710,0.0001710,0,1,3.9023490,0.3968120,0.3968120,0,1,739.6030270,38.9262620,38.9262620,0,1,2.0502430,0.9459190,0.9459190,0,1,23.3753430,,,,,560.8015750,,,,,9.6768000,0.006,0.006,0,1,82.7013000,0.2112000,0.2112000,0,1,5250.0000000,183.0000000,183.0000000,0,1,4.6417600,0.2759340,0.2759340,0,1,0.7496680,0.0934800,0.0934800,0,1,2018-12-04 21:48:51,2019-12-17 10:00:02
1431,284.01,284,277103955,277103955.01,1,FP,05h37m01.05s,84.2543560,,,-66d47m27.07s,-66.7908530,,,-16.6390000,0.075,0.075,0,1,133.1720000,0.067,0.067,0,1,2458326.4134520,0.007700,0.007700,0,1,1.3092600,0.0001600,0.0001600,0,1,2.7600000,0.4060000,0.4060000,0,1,112.1200030,0.4829610,0.4829610,0,1,0.8517530,0.0724150,0.0724150,0,1,666.0022580,,,,,1295.6529540,,,,,9.2927000,0.006,0.006,0,1,52.1472000,0.0699000,0.0699000,0,1,4779.7998050,128.6000060,128.6000060,0,1,4.5700000,0.3200000,0.3200000,0,1,0.7300000,0.0400000,0.0400000,0,1,2018-12-04 21:48:26,2019-12-17 10:00:02
1432,285.01,285,220459976,220459976.01,1,,04h58m47.32s,74.6971710,,,-56d23m37.73s,-56.3938140,,,3.5920000,0.031,0.031,0,1,56.4330000,0.032,0.032,0,1,2458361.6639400,0.004797,0.004797,0,1,32.3325270,0.0066760,0.0066760,0,1,3.4596320,0.7860240,0.7860240,0,1,2425.5051270,288.4887080,288.4887080,0,1,3.0287090,1.5952700,1.5952700,0,1,2.7564160,,,,,328.6290590,,,,,12.1677000,0.007,0.007,0,1,115.8010000,0.2095000,0.2095000,0,1,3891.0000000,169.0000000,169.0000000,0,1,4.6404400,0.2742980,0.2742980,0,1,0.6150380,0.0737160,0.0737160,0,1,2018-12-04 21:48:12,2019-12-17 10:00:02
